Lines of code metrics,Fr., 11 Apr. 2025 12:32:19 MESZ
Method,CLOC,JLOC,LOC,NCLOC,RLOC
ch.unibas.dmi.dbis.cs108.shared.game.Player.getArtifacts(),4,4,7,3,"2,58%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.getEnergy(),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.getId(),5,6,9,3,"3,32%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.getName(),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.getOwnedStructures(),4,4,7,3,"2,58%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.getOwnedTiles(),4,4,7,3,"2,58%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.getPlayerID(),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.getPlayer_id(),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.getRunes(),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.getShop(),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.getStatue(),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.removeArtifact(Artefact),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.removeOwnedStructure(Structure),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.removeRunes(int),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.reset(),3,3,11,8,"4,06%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.setArtifacts(List<Artefact>),4,4,7,3,"2,58%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.setEnergy(int),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.setName(String),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.setOwnedStructures(List<Structure>),4,4,7,3,"2,58%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.setOwnedTiles(List<Tile>),4,4,7,3,"2,58%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.setRunes(int),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.setShop(Shop),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.setStatue(Statue),4,5,8,3,"2,95%"
ch.unibas.dmi.dbis.cs108.shared.game.Player.toString(),4,5,13,8,"4,80%"
ch.unibas.dmi.dbis.cs108.shared.entities.PlayerRound.PlayerRound(),0,0,5,5,"13,51%"
ch.unibas.dmi.dbis.cs108.shared.entities.PlayerRound.addCommand(Command),0,0,3,3,"8,11%"
"ch.unibas.dmi.dbis.cs108.shared.entities.PlayerRound.executeCommands(GameState, EventDispatcher)",0,0,5,5,"13,51%"
ch.unibas.dmi.dbis.cs108.shared.entities.PlayerRound.getActivePlayer(),0,0,3,3,"8,11%"
ch.unibas.dmi.dbis.cs108.shared.entities.PlayerRound.getCommands(),0,0,3,3,"8,11%"
ch.unibas.dmi.dbis.cs108.shared.entities.PlayerRound.getNumber(),0,0,3,3,"8,11%"
ch.unibas.dmi.dbis.cs108.shared.entities.PlayerRound.nextRound(),1,0,4,3,"10,81%"
ch.unibas.dmi.dbis.cs108.shared.entities.PlayerRound.setActivePlayer(Player),0,0,3,3,"8,11%"
ch.unibas.dmi.dbis.cs108.shared.entities.PlayerRound.setNumber(int),0,0,3,3,"8,11%"
ch.unibas.dmi.dbis.cs108.shared.game.Shop.Shop(),0,0,6,6,"7,79%"
ch.unibas.dmi.dbis.cs108.shared.game.Shop.blockStatue(),0,0,3,3,"3,90%"
ch.unibas.dmi.dbis.cs108.shared.game.Shop.getBuyableStatues(),0,0,3,3,"3,90%"
ch.unibas.dmi.dbis.cs108.shared.game.Shop.getBuyableStructures(),0,0,3,3,"3,90%"
ch.unibas.dmi.dbis.cs108.shared.game.Shop.loadStatues(),1,0,20,19,"25,97%"
ch.unibas.dmi.dbis.cs108.shared.game.Shop.loadStructures(),0,0,19,19,"24,68%"
ch.unibas.dmi.dbis.cs108.shared.game.Shop.removeStructure(Structure),0,0,3,3,"3,90%"
"ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.Statue(int, String, String, String)",1,0,9,9,"16,36%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getDescription(),0,0,3,3,"5,45%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getLevel(),0,0,3,3,"5,45%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getName(),0,0,3,3,"5,45%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getPrice(),0,0,3,3,"5,45%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getStatueID(),0,0,3,3,"5,45%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getUpgradePrice(),0,0,3,3,"5,45%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getUseType(),0,0,3,3,"5,45%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.setLevel(int),0,0,3,3,"5,45%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.upgrade(),1,0,9,9,"16,36%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.use(),1,0,3,2,"5,45%"
"ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.Structure(int, String, String, String, int)",1,0,9,8,"25,71%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.getDescription(),0,0,3,3,"8,57%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.getName(),0,0,3,3,"8,57%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.getPrice(),0,0,3,3,"8,57%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.getResourceValue(),0,0,3,3,"8,57%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.getStructureID(),0,0,3,3,"8,57%"
ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.getUseType(),0,0,3,3,"8,57%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.Tile(TileBuilder),0,0,16,16,"8,70%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.build(),0,0,3,3,"4,00%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setArtifact(Artefact),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setHasRiver(boolean),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setHasStructure(boolean),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setOwner(String),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setPrice(int),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setPurchased(boolean),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setResourceValue(int),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setStatue(Statue),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setStructure(Structure),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setTileID(int),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setTrap(ActiveTrap),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setWorld(String),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setX(int),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.TileBuilder.setY(int),0,0,4,4,"5,33%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.getArtifact(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.getHasStructure(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.getOwner(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.getPrice(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.getResourceValue(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.getStatue(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.getStructure(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.getTileID(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.getTrap(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.getWorld(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.getX(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.getY(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.hasRiver(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.isPurchased(),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.setArtifact(Artefact),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.setHasRiver(boolean),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.setHasStructure(boolean),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.setOwner(String),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.setPurchased(boolean),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.setResourceValue(int),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.setStatue(Statue),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.setStructure(Structure),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.setTrap(ActiveTrap),0,0,3,3,"1,63%"
ch.unibas.dmi.dbis.cs108.shared.game.Tile.toString(),0,0,8,8,"4,35%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.Artefact.Artefact(ArtefactData),4,5,13,8,"13,40%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.Artefact.getArtifactID(),4,5,8,3,"8,25%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.Artefact.getChance(),4,5,8,3,"8,25%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.Artefact.getDescription(),4,5,8,3,"8,25%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.Artefact.getEffect(),4,5,8,3,"8,25%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.Artefact.getName(),4,5,8,3,"8,25%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.Artefact.getUseType(),4,5,8,3,"8,25%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.Artefact.useArtifact(ArtefactData),4,5,6,1,"6,19%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactData.getChance(),3,4,7,3,"12,96%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactData.getDescription(),3,4,7,3,"12,96%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactData.getEffect(),3,4,7,3,"12,96%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactData.getId(),3,4,7,3,"12,96%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactData.getName(),3,4,7,3,"12,96%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactData.getUseType(),3,4,7,3,"12,96%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactRepository.ArtefactRepository(),1,0,3,2,"2,63%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactRepository.clearCache(),4,4,8,4,"7,02%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactRepository.createArtefact(ArtefactData),4,6,9,3,"7,89%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactRepository.getArtefactById(int),4,6,15,9,"13,16%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactRepository.getInstance(),4,5,11,6,"9,65%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactRepository.loadArtefactData(),4,5,30,25,"26,32%"
artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactRepository.loadArtefacts(),5,6,27,21,"23,68%"
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactBehavior.execute(Artefact),4,n/a,n/a,1,"50,00%"
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactBehaviorProvider.ArtefactBehaviorProvider(),4,4,7,3,"11,86%"
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactBehaviorProvider.executeArtefactBehavior(Artefact),4,5,8,3,"13,56%"
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactBehaviorProvider.getBehaviorFor(String),4,6,9,3,"15,25%"
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactBehaviorProvider.getInstance(),4,5,8,3,"13,56%"
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.ArtefactBehaviorProvider.registerBehaviors(),5,4,9,4,"15,25%"
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.DefaultArtefactBehavior.execute(Artefact),6,6,10,3,"62,50%"
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.FreyjasNecklaceBehavior.execute(Artefact),4,4,8,3,"57,14%"
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.FreyrsGoldenApple.execute(Artefact),3,4,9,5,"60,00%"
behaviors.artefacts.ch.unibas.dmi.dbis.cs108.shared.entities.OdinsEyeBehavior.execute(Artefact),1,0,4,3,"66,67%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Dwarf.Dwarf(StatueData),5,6,9,3,"60,00%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Freyja.Freyja(StatueData),4,5,8,3,"57,14%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Freyr.Freyr(StatueData),4,5,8,3,"57,14%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Hel.Hel(StatueData),0,0,3,3,"60,00%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Joermungandr.Joermungandr(StatueData),0,0,3,3,"60,00%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Loki.Loki(StatueData),0,0,3,3,"60,00%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Nidhoeggr.Nidhoeggr(StatueData),0,0,3,3,"60,00%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.Statue(StatueData),0,0,10,10,"22,73%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getBlessing(),0,0,3,3,"6,82%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getCost(),0,0,3,3,"6,82%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getCurse(),0,0,3,3,"6,82%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getDeal(),0,0,3,3,"6,82%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getDescription(),0,0,3,3,"6,82%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getId(),0,0,3,3,"6,82%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getName(),0,0,3,3,"6,82%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Statue.getUseType(),0,0,3,3,"6,82%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueData.getBlessing(),0,0,3,3,"8,57%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueData.getCost(),0,0,3,3,"8,57%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueData.getCurse(),0,0,3,3,"8,57%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueData.getDeal(),0,0,3,3,"8,57%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueData.getDescription(),0,0,3,3,"8,57%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueData.getId(),0,0,3,3,"8,57%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueData.getName(),1,0,4,3,"11,43%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueData.getUseType(),0,0,3,3,"8,57%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueFactory.createStatue(StatueData),0,0,13,13,"86,67%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.StatueRepository.loadStructures(),0,0,20,20,"86,96%"
statue.ch.unibas.dmi.dbis.cs108.shared.entities.Surtr.Surtr(StatueData),0,0,3,3,"60,00%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Helgrindr.Helgrindr(StructureData),0,0,3,3,"60,00%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.HuginnAndMuninn.HuginnAndMuninn(StructureData),0,0,3,3,"60,00%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Mimisbrunnr.Mimisbrunnr(StructureData),0,0,3,3,"60,00%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.RansHall.RansHall(StructureData),0,0,3,3,"60,00%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.RuneTable.RuneTable(StructureData),0,0,3,3,"60,00%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.Structure(StructureData),0,0,8,8,"23,53%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.getDescription(),0,0,3,3,"8,82%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.getId(),0,0,3,3,"8,82%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.getName(),0,0,3,3,"8,82%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.getPrice(),0,0,3,3,"8,82%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.getUsage(),0,0,3,3,"8,82%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Purchasables.Structure.getUseType(),0,0,3,3,"8,82%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.StructureData.getCost(),0,0,3,3,"11,54%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.StructureData.getDescription(),0,0,3,3,"11,54%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.StructureData.getId(),0,0,3,3,"11,54%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.StructureData.getName(),0,0,3,3,"11,54%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.StructureData.getUsage(),0,0,3,3,"11,54%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.StructureData.getUseType(),0,0,3,3,"11,54%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.StructureFactory.createStructure(StructureData),0,0,12,12,"85,71%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.StructureRepository.loadStructures(),0,0,20,20,"86,96%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.SurtursSmeltery.SurtursSmeltery(StructureData),0,0,3,3,"60,00%"
structures.ch.unibas.dmi.dbis.cs108.shared.entities.Tree.Tree(StructureData),0,0,3,3,"60,00%"
ch.unibas.dmi.dbis.cs108.shared.protocol.CommunicationAPI.NetworkProtocol.Commands.Commands(String),4,5,8,3,"4,79%"
ch.unibas.dmi.dbis.cs108.shared.protocol.CommunicationAPI.NetworkProtocol.Commands.fromCommand(String),4,6,14,8,"8,38%"
ch.unibas.dmi.dbis.cs108.shared.protocol.CommunicationAPI.NetworkProtocol.Commands.getCommand(),4,5,8,3,"4,79%"
ch.unibas.dmi.dbis.cs108.shared.protocol.CommunicationAPI.PingFilter.isLoggable(LogRecord),0,0,4,4,"44,44%"
ch.unibas.dmi.dbis.cs108.shared.protocol.CommunicationAPI.processMessage(String),4,n/a,n/a,1,"2,97%"
ch.unibas.dmi.dbis.cs108.shared.protocol.CommunicationAPI.sendMessage(String),4,n/a,n/a,1,"2,97%"
ch.unibas.dmi.dbis.cs108.shared.protocol.ErrorsAPI.Errors.Errors(String),4,5,8,3,"11,76%"
ch.unibas.dmi.dbis.cs108.shared.protocol.ErrorsAPI.Errors.fromError(String),4,6,14,8,"20,59%"
ch.unibas.dmi.dbis.cs108.shared.protocol.ErrorsAPI.Errors.getError(),4,5,8,3,"11,76%"

Class,CLOC,JLOC,LOC
StatueRepository,0,0,23
ch.unibas.dmi.dbis.cs108.Main,10,10,30
ch.unibas.dmi.dbis.cs108.SETTINGS,3,3,5
ch.unibas.dmi.dbis.cs108.SETTINGS.Config,1,0,11
ch.unibas.dmi.dbis.cs108.StartApps,25,13,96
ch.unibas.dmi.dbis.cs108.client.app.ClientMain,17,16,70
ch.unibas.dmi.dbis.cs108.client.app.GameApplication,166,155,222
ch.unibas.dmi.dbis.cs108.client.app.MainLogic,12,0,54
ch.unibas.dmi.dbis.cs108.client.communication.CommunicationMediator,57,41,334
ch.unibas.dmi.dbis.cs108.client.core.Game,108,93,156
ch.unibas.dmi.dbis.cs108.client.core.commands.BuyTileCommand,16,16,29
ch.unibas.dmi.dbis.cs108.client.core.entities.Artefact,32,28,52
ch.unibas.dmi.dbis.cs108.client.core.entities.ArtefactFactory,4,4,6
ch.unibas.dmi.dbis.cs108.client.core.entities.Board,30,25,49
ch.unibas.dmi.dbis.cs108.client.core.entities.ClientActiveTrap,10,10,18
ch.unibas.dmi.dbis.cs108.client.core.entities.FixedStructure,51,51,77
ch.unibas.dmi.dbis.cs108.client.core.entities.GameRound,42,40,68
ch.unibas.dmi.dbis.cs108.client.core.entities.Player,52,51,116
ch.unibas.dmi.dbis.cs108.client.core.entities.PlayerRound,1,0,37
ch.unibas.dmi.dbis.cs108.client.core.entities.Shop,5,0,61
ch.unibas.dmi.dbis.cs108.client.core.entities.Shop.StatueData,2,0,8
ch.unibas.dmi.dbis.cs108.client.core.entities.Shop.StructureData,2,0,8
ch.unibas.dmi.dbis.cs108.client.core.entities.Statue,0,0,24
ch.unibas.dmi.dbis.cs108.client.core.entities.Structure,0,0,26
ch.unibas.dmi.dbis.cs108.client.core.entities.Tile,3,0,109
ch.unibas.dmi.dbis.cs108.client.core.entities.Tile.TileBuilder,0,0,75
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.Artefact,24,24,38
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.ArtefactData,24,24,46
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.ArtefactFactory,10,10,33
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.ArtefactRepository,9,9,22
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.AshesOfSurtr,10,10,15
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.BloodOfJoermungand,10,10,15
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.FenrirsBones,9,9,14
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.FenrirsChains,10,10,15
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.FlameOfMuspelheim,8,8,13
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.FragmentOfMjoelnir,8,8,13
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.FreyjasNecklace,8,8,13
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.FreyrsGoldenApple,8,8,13
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.HelsShadow,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.IceSplinterOfNiflheim,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.OdinsEye,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.artefacts.TearOfYggdrasil,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.statue.Dwarf,10,10,15
ch.unibas.dmi.dbis.cs108.client.core.entities.statue.Freyja,8,8,13
ch.unibas.dmi.dbis.cs108.client.core.entities.statue.Freyr,8,8,13
ch.unibas.dmi.dbis.cs108.client.core.entities.statue.Hel,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.statue.Joermungandr,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.statue.Loki,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.statue.Nidhoeggr,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.statue.Statue,0,0,20
ch.unibas.dmi.dbis.cs108.client.core.entities.statue.StatueData,1,0,35
ch.unibas.dmi.dbis.cs108.client.core.entities.statue.StatueFactory,0,0,15
ch.unibas.dmi.dbis.cs108.client.core.entities.statue.Surtr,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.structures.Helgrindr,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.structures.HuginnAndMuninn,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.structures.Mimisbrunnr,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.structures.RansHall,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.structures.RuneTable,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.structures.Structure,0,0,16
ch.unibas.dmi.dbis.cs108.client.core.entities.structures.StructureData,0,0,26
ch.unibas.dmi.dbis.cs108.client.core.entities.structures.StructureFactory,0,0,14
ch.unibas.dmi.dbis.cs108.client.core.entities.structures.StructureRepository,0,0,23
ch.unibas.dmi.dbis.cs108.client.core.entities.structures.SurtursSmeltery,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.entities.structures.Tree,0,0,5
ch.unibas.dmi.dbis.cs108.client.core.events.ArtifactAcquiredEvent,20,20,34
ch.unibas.dmi.dbis.cs108.client.core.events.ArtifactActivatedEvent,20,20,34
ch.unibas.dmi.dbis.cs108.client.core.events.EventDispatcher,17,17,28
ch.unibas.dmi.dbis.cs108.client.core.events.GameRoundEndedEvent,16,16,25
ch.unibas.dmi.dbis.cs108.client.core.events.GameRoundStartedEvent,0,0,9
ch.unibas.dmi.dbis.cs108.client.core.events.StatueActivatedEvent,0,0,19
ch.unibas.dmi.dbis.cs108.client.core.events.StatueActivatedEvent.Outcome,0,0,1
ch.unibas.dmi.dbis.cs108.client.core.events.StatuePurchasedEvent,0,0,19
ch.unibas.dmi.dbis.cs108.client.core.events.StructurePurchasedEvent,0,0,19
ch.unibas.dmi.dbis.cs108.client.core.events.StructureUpgradedEvent,0,0,24
ch.unibas.dmi.dbis.cs108.client.core.events.TilePurchasedEvent,0,0,14
ch.unibas.dmi.dbis.cs108.client.core.events.TrapPlacedEvent,5,0,19
ch.unibas.dmi.dbis.cs108.client.core.events.TrapTriggeredEvent,5,0,19
ch.unibas.dmi.dbis.cs108.client.core.game.GameEngine,36,33,59
ch.unibas.dmi.dbis.cs108.client.core.game.GameLoop,3,3,5
ch.unibas.dmi.dbis.cs108.client.core.game.Leaderboard,0,0,2
